tiplabel,gen,fam,famLabel,famNumLabel,famNumAll,ord,ordNums,ordNumsSelect,cladeOrdNums,ordLabel1,ordLabel2,clade,cladeTarget,cladeCommonAll,cladeCommonSubs,cladeCommonSubs2,cladeCommonSubs2Nums,cladeCombo,higher,genes,samp,PC,harmMeans,medians,means,Count.of.NA,range,variance,stdev,cv,sterror,low95,high95,SciName,Source_upham,ID_upham,extinct?,newSinceMSW3?,IFnew_Category,IFnew_GeoRegion,IFnew_Citation
Nomascus_leucogenys_HYLOBATIDAE_PRIMATES,Nomascus,HYLOBATIDAE,HYLOBATIDAE,"""""",117,PRIMATES,25,PRIMATES,36,PRIMATES,NA,Catarrhini,Catarrhini,OW_monkeys_apes,OW_monkeys_apes,OW_monkeys_apes,15,Catarrhini,Euarchontoglires,29,sampled,PC5_Primates,0.413467136,0.415429872,0.417744354,0,0.291909589,0.001793585,0.042350734,0.101379548,0.000423507,0.339592447,0.503610971,Nomascus_leucogenys,IUCN,39895,0,0,NA,NA,NA
Nomascus_nasutus_HYLOBATIDAE_PRIMATES,Nomascus,HYLOBATIDAE,HYLOBATIDAE,"""""",117,PRIMATES,25,PRIMATES,36,PRIMATES,NA,Catarrhini,Catarrhini,OW_monkeys_apes,OW_monkeys_apes,OW_monkeys_apes,15,Catarrhini,Euarchontoglires,1,sampled,PC5_Primates,0.302672967,0.303437384,0.308572193,0,0.326911361,0.001923823,0.043861405,0.142143092,0.000438614,0.237437673,0.407818503,Nomascus_nasutus,IUCN,41642,0,0,NA,NA,NA
Nomascus_siki_HYLOBATIDAE_PRIMATES,Nomascus,HYLOBATIDAE,HYLOBATIDAE,"""""",117,PRIMATES,25,PRIMATES,36,PRIMATES,NA,Catarrhini,Catarrhini,OW_monkeys_apes,OW_monkeys_apes,OW_monkeys_apes,15,Catarrhini,Euarchontoglires,17,sampled,PC5_Primates,0.412526277,0.41473765,0.416689416,0,0.287755595,0.001735117,0.041654738,0.099965914,0.000416547,0.339389051,0.500785735,Nomascus_siki,IUCN,39896,0,0,NA,NA,NA
Noronhomys_vespuccii_CRICETIDAE_RODENTIA,Noronhomys,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC12_Cricetidae,0.152138625,0.169298364,0.177626605,0,0.511338393,0.004635126,0.06808176,0.383285824,0.000680818,0.070694589,0.333054369,Noronhomys_vespuccii,IUCN,136692,1,0,NA,NA,NA
Nothrotheriops_shastensis_Nothrotheriidae_PILOSA,Nothrotheriops,Nothrotheriidae,"""""",19,27,PILOSA,9,9,NA,10,PI.,Xenarthra,Xenarthra,Sloths_armadillos,NA,NA,NA,Xenarthra,Xenart.,1,sampled,PC3_Xenarthra,0.035313283,0.035675634,0.036035141,0,0.039543594,2.65E-05,0.005148963,0.142887262,5.15E-05,0.026852228,0.047041598,Nothrotheriops_shastensis,newSpExt,300000026,1,1,Extinct-wDNA,NA,NA
Notiomys_edwardsii_CRICETIDAE_RODENTIA,Notiomys,CRICETIDAE,CRICETIDAE,"""""",157,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,6,sampled,PC12_Cricetidae,0.15925191,0.155767879,0.163749052,0,0.20503033,0.000907189,0.030119583,0.18393745,0.000301196,0.127239098,0.24997722,Notiomys_edwardsii,IUCN,14854,0,0,NA,NA,NA
Notiosorex_cockrumi_SORICIDAE_EULIPOTYPHLA,Notiosorex,SORICIDAE,SORICIDAE,"""""",42,EULIPOTYPHLA,17,EULIPOTYPHLA,25,EULIPOTYPHLA,NA,Soricidae,Soricidae,True_shrews,True_shrews,True_shrews,4,Soricidae,Laurasiatheria,1,sampled,PC15_Eulipotyphla,0.101088558,0.103663972,0.105675205,0,0.169874038,0.000510009,0.022583385,0.213705614,0.000225834,0.070287485,0.153755754,Notiosorex_cockrumi,IUCN,136666,0,0,NA,NA,NA
Notiosorex_crawfordi_SORICIDAE_EULIPOTYPHLA,Notiosorex,SORICIDAE,SORICIDAE,"""""",42,EULIPOTYPHLA,17,EULIPOTYPHLA,25,EULIPOTYPHLA,NA,Soricidae,Soricidae,True_shrews,True_shrews,True_shrews,4,Soricidae,Laurasiatheria,3,sampled,PC15_Eulipotyphla,0.10279545,0.105354533,0.107463954,0,0.17579627,0.000525089,0.022914811,0.21323253,0.000229148,0.070711677,0.156909838,Notiosorex_crawfordi,IUCN,41456,0,0,NA,NA,NA
Notiosorex_evotis_SORICIDAE_EULIPOTYPHLA,Notiosorex,SORICIDAE,SORICIDAE,"""""",42,EULIPOTYPHLA,17,EULIPOTYPHLA,25,EULIPOTYPHLA,NA,Soricidae,Soricidae,True_shrews,True_shrews,True_shrews,4,Soricidae,Laurasiatheria,0,imputed,PC15_Eulipotyphla,0.108991334,0.114551861,0.114476127,0,0.185845619,0.000569237,0.023858691,0.208416297,0.000238587,0.064622318,0.162287626,Notiosorex_evotis,IUCN,136273,0,0,NA,NA,NA
Notiosorex_villai_SORICIDAE_EULIPOTYPHLA,Notiosorex,SORICIDAE,SORICIDAE,"""""",42,EULIPOTYPHLA,17,EULIPOTYPHLA,25,EULIPOTYPHLA,NA,Soricidae,Soricidae,True_shrews,True_shrews,True_shrews,4,Soricidae,Laurasiatheria,0,imputed,PC15_Eulipotyphla,0.108760964,0.114952591,0.114495941,0,0.18213087,0.000583996,0.024166,0.211064256,0.00024166,0.063778346,0.163378327,Notiosorex_villai,IUCN,136688,0,0,NA,NA,NA
Notocitellus_adocetus_SCIURIDAE_RODENTIA,Notocitellus,SCIURIDAE,SCIURIDAE,"""""",146,RODENTIA,27,RODENTIA,39,RODENTIA,NA,Squirrel-related,Squirrel-related,Squirrel-related,Squirrel-related,Squirrel-related,18,Squirrel-related,Euarchontoglires,1,sampled,PC13_SquirrelRelated,0.128812126,0.129214522,0.130713236,0,0.126874567,0.000254899,0.015965564,0.122141904,0.000159656,0.103467457,0.164967485,Notocitellus_adocetus,IUCN,20477,0,0,NA,NA,NA
Notocitellus_annulatus_SCIURIDAE_RODENTIA,Notocitellus,SCIURIDAE,SCIURIDAE,"""""",146,RODENTIA,27,RODENTIA,39,RODENTIA,NA,Squirrel-related,Squirrel-related,Squirrel-related,Squirrel-related,Squirrel-related,18,Squirrel-related,Euarchontoglires,1,sampled,PC13_SquirrelRelated,0.128812126,0.129214522,0.130713236,0,0.126874567,0.000254899,0.015965564,0.122141904,0.000159656,0.103467457,0.164967485,Notocitellus_annulatus,IUCN,20479,0,0,NA,NA,NA
Notomys_alexis_MURIDAE_RODENTIA,Notomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,1,sampled,PC11_Muridae,0.318781905,0.33746763,0.346375307,0,0.635800476,0.009783901,0.098913605,0.285567716,0.000989136,0.189603416,0.556742307,Notomys_alexis,IUCN,14867,0,0,NA,NA,NA
Notomys_amplus_MURIDAE_RODENTIA,Notomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.32125709,0.353731252,0.35717883,0,0.700357389,0.011502445,0.107249453,0.300268225,0.001072495,0.158650695,0.569927258,Notomys_amplus,IUCN,14861,1,0,NA,NA,NA
Notomys_aquilo_MURIDAE_RODENTIA,Notomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.32121508,0.350141838,0.355055197,0,0.664540201,0.011076917,0.105246932,0.296424141,0.001052469,0.163386708,0.57363329,Notomys_aquilo,IUCN,14862,0,0,NA,NA,NA
Notomys_cervinus_MURIDAE_RODENTIA,Notomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.321302175,0.353804804,0.355802908,0,0.637117217,0.011104213,0.105376531,0.296165458,0.001053765,0.161284675,0.568811107,Notomys_cervinus,IUCN,14868,0,0,NA,NA,NA
Notomys_fuscus_MURIDAE_RODENTIA,Notomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,5,sampled,PC11_Muridae,0.324475839,0.34304462,0.351526092,0,0.62424639,0.009577313,0.097863745,0.278396818,0.000978637,0.193184093,0.561765464,Notomys_fuscus,IUCN,14863,0,0,NA,NA,NA
Notomys_longicaudatus_MURIDAE_RODENTIA,Notomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.324502306,0.356653388,0.358383842,0,0.695516407,0.011046199,0.105100897,0.293263492,0.001051009,0.168927055,0.566329261,Notomys_longicaudatus,IUCN,14864,1,0,NA,NA,NA
Notomys_macrotis_MURIDAE_RODENTIA,Notomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.322671355,0.356017678,0.358244341,0,0.68765899,0.011386198,0.106706131,0.297858525,0.001067061,0.160095125,0.570146805,Notomys_macrotis,IUCN,14865,1,0,NA,NA,NA
Notomys_mitchellii_MURIDAE_RODENTIA,Notomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.324097222,0.356590054,0.359165604,0,0.690769994,0.011535958,0.107405575,0.29904193,0.001074056,0.165402873,0.578574945,Notomys_mitchellii,IUCN,14869,0,0,NA,NA,NA
Notomys_mordax_MURIDAE_RODENTIA,Notomys,MURIDAE,MURIDAE,"""""",158,RODENTIA,27,RODENTIA,40,RODENTIA,NA,Mouse-related,Muroidea,Mouse-related,Mouse-related,Mouse-related,19,Mouse-related,Euarchontoglires,0,imputed,PC11_Muridae,0.324199702,0.353502048,0.357177853,0,0.660313009,0.010835467,0.10409355,0.291433382,0.001040935,0.16855151,0.57011244,Notomys_mordax,IUCN,14866,1,0,NA,NA,NA
Notopteris_macdonaldi_PTEROPODIDAE_CHIROPTERA,Notopteris,PTEROPODIDAE,PTEROPODIDAE,"""""",89,CHIROPTERA,22,CHIROPTERA,32,CHIROPTERA,NA,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,11,Yinpterochiroptera,Laurasiatheria,0,imputed,PC19_Yinpterochiroptera,0.136790116,0.148538257,0.148477325,0,0.304604201,0.001428568,0.037796397,0.254560063,0.000377964,0.07246506,0.223149133,Notopteris_macdonaldi,IUCN,14876,0,0,NA,NA,NA
Notopteris_neocaledonica_PTEROPODIDAE_CHIROPTERA,Notopteris,PTEROPODIDAE,PTEROPODIDAE,"""""",89,CHIROPTERA,22,CHIROPTERA,32,CHIROPTERA,NA,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,Yinpterochiroptera,11,Yinpterochiroptera,Laurasiatheria,0,imputed,PC19_Yinpterochiroptera,0.136790116,0.148538257,0.148477325,0,0.304604201,0.001428568,0.037796397,0.254560063,0.000377964,0.07246506,0.223149133,Notopteris_neocaledonica,IUCN,136519,0,0,NA,NA,NA
Notoryctes_caurinus_NOTORYCTIDAE_NOTORYCTEMORPHIA,Notoryctes,NOTORYCTIDAE,"""""",5,6,NOTORYCTEMORPHIA,5,5,NA,18,NO.,Notoryctemorphia,Notoryctemorphia,Marsupial_moles,NA,NA,NA,Australidelphia,Marsupialia,2,sampled,PC1_Marsupials,0.029899571,0.030007666,0.030119879,0,0.016298279,6.68E-06,0.002584252,0.085798867,2.58E-05,0.025311224,0.035498707,Notoryctes_caurinus,IUCN,14878,0,0,NA,NA,NA
Notoryctes_typhlops_NOTORYCTIDAE_NOTORYCTEMORPHIA,Notoryctes,NOTORYCTIDAE,"""""",5,6,NOTORYCTEMORPHIA,5,5,NA,18,NO.,Notoryctemorphia,Notoryctemorphia,Marsupial_moles,NA,NA,NA,Australidelphia,Marsupialia,26,sampled,PC1_Marsupials,0.029899571,0.030007666,0.030119879,0,0.016298279,6.68E-06,0.002584252,0.085798867,2.58E-05,0.025311224,0.035498707,Notoryctes_typhlops,IUCN,14879,0,0,NA,NA,NA
Nyctalus_aviator_VESPERTILIONIDAE_CHIROPTERA,Nyctalus,VESPERTILIONIDAE,VESPERTILIONIDAE,"""""",101,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Vespertilionid-related,Vespertilionid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,2,sampled,PC17_VespertilionidRelated,0.256006836,0.255905492,0.263687539,0,0.316316512,0.002184482,0.046738439,0.177249329,0.000467384,0.191060058,0.372848586,Nyctalus_aviator,IUCN,14921,0,0,NA,NA,NA
Nyctalus_azoreum_VESPERTILIONIDAE_CHIROPTERA,Nyctalus,VESPERTILIONIDAE,VESPERTILIONIDAE,"""""",101,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Vespertilionid-related,Vespertilionid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,1,sampled,PC17_VespertilionidRelated,0.247161794,0.246598192,0.253243638,0,0.270043358,0.001664523,0.040798569,0.161104022,0.000407986,0.190574526,0.347929082,Nyctalus_azoreum,IUCN,14922,0,0,NA,NA,NA
Nyctalus_furvus_VESPERTILIONIDAE_CHIROPTERA,Nyctalus,VESPERTILIONIDAE,VESPERTILIONIDAE,"""""",101,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Vespertilionid-related,Vespertilionid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,0,imputed,PC17_VespertilionidRelated,0.223170909,0.249048583,0.246595285,0,0.403101346,0.005153223,0.071785953,0.291108374,0.00071786,0.118911527,0.380388091,Nyctalus_furvus,IUCN,136765,0,0,NA,NA,NA
Nyctalus_lasiopterus_VESPERTILIONIDAE_CHIROPTERA,Nyctalus,VESPERTILIONIDAE,VESPERTILIONIDAE,"""""",101,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Vespertilionid-related,Vespertilionid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,3,sampled,PC17_VespertilionidRelated,0.25641,0.257798189,0.263907037,0,0.329913332,0.002085023,0.045662049,0.173023233,0.00045662,0.190571211,0.367985392,Nyctalus_lasiopterus,IUCN,14918,0,0,NA,NA,NA
Nyctalus_leisleri_VESPERTILIONIDAE_CHIROPTERA,Nyctalus,VESPERTILIONIDAE,VESPERTILIONIDAE,"""""",101,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Vespertilionid-related,Vespertilionid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,5,sampled,PC17_VespertilionidRelated,0.247212824,0.24666519,0.253314579,0,0.278391479,0.001670996,0.040877822,0.161371771,0.000408778,0.190574526,0.348269353,Nyctalus_leisleri,IUCN,14919,0,0,NA,NA,NA
Nyctalus_montanus_VESPERTILIONIDAE_CHIROPTERA,Nyctalus,VESPERTILIONIDAE,VESPERTILIONIDAE,"""""",101,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Vespertilionid-related,Vespertilionid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,0,imputed,PC17_VespertilionidRelated,0.222641505,0.2478611,0.246394916,0,0.380237613,0.005154991,0.071798263,0.291395065,0.000717983,0.11286039,0.38351638,Nyctalus_montanus,IUCN,14923,0,0,NA,NA,NA
Nyctalus_noctula_VESPERTILIONIDAE_CHIROPTERA,Nyctalus,VESPERTILIONIDAE,VESPERTILIONIDAE,"""""",101,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Vespertilionid-related,Vespertilionid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,6,sampled,PC17_VespertilionidRelated,0.224821791,0.225671727,0.232730333,0,0.326861561,0.00203839,0.04514853,0.193995038,0.000451485,0.165401908,0.33909161,Nyctalus_noctula,IUCN,14920,0,0,NA,NA,NA
Nyctalus_plancyi_VESPERTILIONIDAE_CHIROPTERA,Nyctalus,VESPERTILIONIDAE,VESPERTILIONIDAE,"""""",101,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Vespertilionid-related,Vespertilionid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,3,sampled,PC17_VespertilionidRelated,0.138103455,0.133734626,0.147590888,0,0.256780141,0.001713073,0.041389289,0.280432552,0.000413893,0.097185096,0.244864518,Nyctalus_plancyi,IUCN,136828,0,0,NA,NA,NA
Nyctereutes_procyonoides_CANIDAE_CARNIVORA,Nyctereutes,CANIDAE,CANIDAE,"""""",51,CARNIVORA,19,CARNIVORA,27,CARNIVORA,NA,Caniformes,Caniformes,Dog-related,Dog-related,Dog-related,6,Caniformes,Laurasiatheria,13,sampled,PC22_Carnivora,0.122646009,0.123140382,0.124219463,0,0.111962352,0.000200407,0.014156503,0.11396365,0.000141565,0.099096582,0.155164119,Nyctereutes_procyonoides,IUCN,14925,0,0,NA,NA,NA
Nycteris_arge_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,0,imputed,PC18_EmballonuridRelated,0.100199089,0.116541288,0.117416662,0,0.244649449,0.00166465,0.040800129,0.347481592,0.000408001,0.041581649,0.198893142,Nycteris_arge,IUCN,14926,0,0,NA,NA,NA
Nycteris_aurita_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,0,imputed,PC18_EmballonuridRelated,0.099362559,0.115681022,0.116604007,0,0.235059968,0.001634459,0.040428449,0.346715776,0.000404284,0.041154541,0.198548336,Nycteris_aurita,IUCN,14927,0,0,NA,NA,NA
Nycteris_gambiensis_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,0,imputed,PC18_EmballonuridRelated,0.101326321,0.116342027,0.11754885,0,0.249399156,0.001602382,0.040029759,0.340537225,0.000400298,0.045332003,0.19779824,Nycteris_gambiensis,IUCN,14928,0,0,NA,NA,NA
Nycteris_grandis_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,10,sampled,PC18_EmballonuridRelated,0.1023936,0.10615124,0.110561483,0,0.204472393,0.000982926,0.031351655,0.283567605,0.000313517,0.066676799,0.179795076,Nycteris_grandis,IUCN,14929,0,0,NA,NA,NA
Nycteris_hispida_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,4,sampled,PC18_EmballonuridRelated,0.142659233,0.144950547,0.147673178,0,0.193528862,0.000771151,0.027769606,0.188047729,0.000277696,0.103054257,0.207985472,Nycteris_hispida,IUCN,14930,0,0,NA,NA,NA
Nycteris_intermedia_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,0,imputed,PC18_EmballonuridRelated,0.101298425,0.116861868,0.118013638,0,0.245730956,0.001635735,0.040444225,0.342708058,0.000404442,0.042934216,0.199893914,Nycteris_intermedia,IUCN,14931,0,0,NA,NA,NA
Nycteris_javanica_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,1,sampled,PC18_EmballonuridRelated,0.129443949,0.133271299,0.135342533,0,0.198449832,0.00081869,0.028612765,0.21141,0.000286128,0.088283444,0.197575909,Nycteris_javanica,IUCN,14932,0,0,NA,NA,NA
Nycteris_macrotis_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,1,sampled,PC18_EmballonuridRelated,0.079634767,0.087802123,0.090573859,0,0.193424737,0.001026528,0.032039478,0.353738693,0.000320395,0.043555781,0.160419167,Nycteris_macrotis,IUCN,14933,0,0,NA,NA,NA
Nycteris_madagascariensis_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,0,imputed,PC18_EmballonuridRelated,0.100603758,0.116281046,0.117553343,0,0.237105487,0.001642679,0.040529975,0.344779434,0.0004053,0.042667082,0.199087015,Nycteris_madagascariensis,IUCN,40022,0,0,NA,NA,NA
Nycteris_major_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,0,imputed,PC18_EmballonuridRelated,0.100282892,0.116197949,0.117186179,0,0.245317063,0.00164084,0.040507278,0.345666,0.000405073,0.041961497,0.199337135,Nycteris_major,IUCN,14934,0,0,NA,NA,NA
Nycteris_nana_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,0,imputed,PC18_EmballonuridRelated,0.100525611,0.115914175,0.117310682,0,0.247204943,0.001650688,0.040628663,0.346333874,0.000406287,0.043600277,0.199575057,Nycteris_nana,IUCN,14935,0,0,NA,NA,NA
Nycteris_parisii_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,0,imputed,PC18_EmballonuridRelated,0.100451252,0.11638498,0.117454641,0,0.239173047,0.001635814,0.040445203,0.344347426,0.000404452,0.042057586,0.197429021,Nycteris_parisii,IUCN,44695,0,0,NA,NA,NA
Nycteris_thebaica_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,16,sampled,PC18_EmballonuridRelated,0.142667387,0.144908313,0.147702891,0,0.18735837,0.000776026,0.027857235,0.188603178,0.000278572,0.103054257,0.210189862,Nycteris_thebaica,IUCN,14936,0,0,NA,NA,NA
Nycteris_tragata_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,3,sampled,PC18_EmballonuridRelated,0.129589716,0.133372018,0.135539434,0,0.198581627,0.000826271,0.028744936,0.212078025,0.000287449,0.088283992,0.197276559,Nycteris_tragata,IUCN,14937,0,0,NA,NA,NA
Nycteris_vinsoni_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,0,imputed,PC18_EmballonuridRelated,0.100236631,0.115397761,0.116784227,0,0.252795165,0.001628752,0.040357803,0.345575805,0.000403578,0.043732946,0.198123671,Nycteris_vinsoni,IUCN,44696,0,0,NA,NA,NA
Nycteris_woodi_NYCTERIDAE_CHIROPTERA,Nycteris,NYCTERIDAE,NYCTERIDAE,"""""",97,CHIROPTERA,22,CHIROPTERA,33,CHIROPTERA,NA,Yangochiroptera,Yangochiroptera,Emballonurid-related,Emballonurid-related,Yangochiroptera,12,Yangochiroptera,Laurasiatheria,0,imputed,PC18_EmballonuridRelated,0.100679546,0.115796077,0.117233308,0,0.252209456,0.001615201,0.040189566,0.342816955,0.000401896,0.04362478,0.198323161,Nycteris_woodi,IUCN,14939,0,0,NA,NA,NA
Nycticebus_bengalensis_LORISIDAE_PRIMATES,Nycticebus,LORISIDAE,LORISIDAE,"""""",105,PRIMATES,25,PRIMATES,34,PRIMATES,NA,Strepsirrhini,Strepsirrhini,Lemurs_lorises,Lemurs_lorises,Lemurs_lorises,13,Strepsirrhini,Euarchontoglires,12,sampled,PC5_Primates,0.190663794,0.191023151,0.1920298,0,0.107230215,0.00026434,0.016258546,0.084666784,0.000162585,0.162105384,0.226088693,Nycticebus_bengalensis,IUCN,39758,0,0,NA,NA,NA
