"harmMeans" "medians" "means" "low95" "high95" "CIwidth"
"Gerbillus_vivax" 0.115975639673792 0.126128119744839 0.132508033238001 0.0583561503896576 0.248843844175283 0.190487693785625
"Gerbillus_principulus" 0.127095274403351 0.137839356591303 0.147313066425871 0.0648589428684428 0.269849412185879 0.204990469317436
"Dipodillus_lowei" 0.120592639361942 0.135926214273188 0.141299627023288 0.0587189971616006 0.27683515711877 0.218116159957169
"Gerbillus_rosalinda" 0.12091247408041 0.135381210569676 0.140765729065061 0.0584825170610688 0.260045897101911 0.201563380040842
"Gerbillus_hesperinus" 0.132803735734575 0.143289690058609 0.151254002848935 0.0700463068299598 0.284357842201159 0.214311535371199
"Dipodillus_somalicus" 0.116587460582286 0.134264911432475 0.137802601449377 0.0523707978591612 0.259906278080286 0.207535480221125
"Gerbillus_dunni" 0.130710053696953 0.141961171805181 0.148289868569453 0.0685516681332003 0.258264258578799 0.189712590445599
"Gerbillus_garamantis" 0.118348266977864 0.130681616068091 0.134881593529557 0.0575962456223775 0.246504187947683 0.188907942325305
"Gerbillus_andersoni" 0.116741025667885 0.126122219115837 0.135861902590206 0.0566176210653769 0.263493957583862 0.206876336518485
"Gerbillus_pusillus" 0.134205011672945 0.145418965595258 0.153325243819733 0.0704076679821863 0.281779143015026 0.21137147503284
"Gerbillus_aquilus" 0.125863812384212 0.13535069144756 0.141793132324142 0.0648074255389056 0.25040073618323 0.185593310644324
"Gerbillus_tarabuli" 0.115287318313423 0.125181181081193 0.134964664067204 0.0551422530458373 0.254536983725665 0.199394730679827
"Gerbillus_acticola" 0.124497725546778 0.130280173258552 0.141247202666892 0.06917188538116 0.252604343682338 0.183432458301178
"Gerbillus_mauritaniae" 0.11541391955557 0.125096967237631 0.128414542814417 0.0583814281104054 0.226669303792122 0.168287875681716
"Dipodillus_maghrebi" 0.128552655236929 0.139477452986708 0.145461016060956 0.069077656020402 0.251764074288795 0.182686418268393
"Gerbillus_agag" 0.121431775256977 0.135874068931189 0.141999047291874 0.0558482312947603 0.262459808071284 0.206611576776524
"Gerbillus_pyramidum" 0.117057532069145 0.128848001385347 0.136576734043964 0.0572981171045239 0.265108171398128 0.207810054293605
"Dipodillus_simoni" 0.117960219375512 0.122960153162307 0.122106336825417 0.0797975239720154 0.161622644423826 0.0818251204518108
"Dipodillus_zakariai" 0.117960219375512 0.122960153162307 0.122106336825417 0.0797975239720154 0.161622644423826 0.0818251204518108
"Gerbillus_latastei" 0.125492847356451 0.13562933348153 0.145308521832094 0.0613173499565939 0.269872458746933 0.208555108790339
"Gerbillus_gleadowi" 0.127159897087379 0.133563065412934 0.144139529275765 0.0708774088813096 0.262706590258117 0.191829181376807
"Gerbillus_pulvinatus" 0.130160625424362 0.143070334165113 0.147479661702792 0.0684027717608663 0.257871585598328 0.189468813837462
"Gerbillus_mesopotamiae" 0.117190188562301 0.126182029021925 0.136648940060005 0.0555691420825445 0.274211932839933 0.218642790757389
"Gerbillus_watersi" 0.11646684572792 0.12440332952037 0.134554012453407 0.0560941246469333 0.263190605631904 0.207096480984971
"Gerbillus_amoenus" 0.127259243199517 0.137942374005911 0.14675578802087 0.0639480822595792 0.260753626946304 0.196805544686725
"Dipodillus_harwoodi" 0.124155281381237 0.132221116401429 0.13974451842224 0.0702917993845201 0.241781600066744 0.171489800682224
"Gerbillus_floweri" 0.118698808850049 0.129444029315621 0.13580868854549 0.0618301679574707 0.239406251570986 0.177576083613515
"Gerbillus_gerbillus" 0.12910199886119 0.139237856535887 0.146561053542048 0.0686328931680899 0.260199801825946 0.191566908657856
